      6    1142    160          Itext Imax Icore

      Akmal, Pandariphande & Ravenhall: A18 + dv + UIX* model (the best one)

   Rho        Press       nbar       Ye         Ymu        Yn         Yp         Yla        Ysm        Ys0        Ysp       mstp       mstn       mstla      mstsm      msts0      mstsp
  g/cm3     dyne/cm2     #/fm3     [A_cell]    [A_ion]     [Z]

   1.00020e+10   8.28230e+27   6.01420e-06      56      56      24
   9.83070e+09   8.09380e+27   5.91140e-06      56      56      24
   9.66260e+09   7.90950e+27   5.81040e-06      56      56      24
   9.49730e+09   7.72950e+27   5.71110e-06      56      56      24
   9.33490e+09   7.55360e+27   5.61350e-06      56      56      24
   9.17520e+09   7.38160e+27   5.51760e-06      56      56      24
   9.01830e+09   7.21360e+27   5.42330e-06      56      56      24
   8.86410e+09   7.04940e+27   5.33070e-06      56      56      24
   8.71250e+09   6.88890e+27   5.23960e-06      56      56      24
   8.56350e+09   6.73210e+27   5.15010e-06      56      56      24
   8.41700e+09   6.57890e+27   5.06210e-06      56      56      24
   8.27310e+09   6.42910e+27   4.97560e-06      56      56      24
   8.13160e+09   6.28280e+27   4.89060e-06      56      56      24
   7.99260e+09   6.13980e+27   4.80700e-06      56      56      24
   7.85590e+09   6.00000e+27   4.72490e-06      56      56      24
   7.72160e+09   5.86340e+27   4.64420e-06      56      56      24
   7.58960e+09   5.73000e+27   4.56490e-06      56      56      24
   7.45980e+09   5.59950e+27   4.48690e-06      56      56      24
   7.33230e+09   5.47210e+27   4.41020e-06      56      56      24
   7.20700e+09   5.34750e+27   4.33490e-06      56      56      24
   7.08380e+09   5.22580e+27   4.26080e-06      56      56      24
   6.96270e+09   5.10680e+27   4.18810e-06      56      56      24
   6.84360e+09   4.99060e+27   4.11650e-06      56      56      24
   6.72670e+09   4.87700e+27   4.04620e-06      56      56      24
   6.61170e+09   4.76600e+27   3.97710e-06      56      56      24
   6.49870e+09   4.65750e+27   3.90920e-06      56      56      24
   6.38760e+09   4.55150e+27   3.84240e-06      56      56      24
   6.27840e+09   4.44790e+27   3.77680e-06      56      56      24
   6.17110e+09   4.34660e+27   3.71230e-06      56      56      24
   6.06560e+09   4.24770e+27   3.64890e-06      56      56      24
   5.96200e+09   4.15100e+27   3.58660e-06      56      56      24
   5.86010e+09   4.05650e+27   3.52540e-06      56      56      24
   5.76000e+09   3.96420e+27   3.46520e-06      56      56      24
   5.66150e+09   3.87390e+27   3.40600e-06      56      56      24
   5.56480e+09   3.78570e+27   3.34780e-06      56      56      24
   5.46970e+09   3.69960e+27   3.29070e-06      56      56      24
   5.37620e+09   3.61540e+27   3.23450e-06      56      56      24
   5.28440e+09   3.53310e+27   3.17930e-06      56      56      24
   5.19410e+09   3.45260e+27   3.12500e-06      56      56      24
   5.10540e+09   3.37400e+27   3.07160e-06      56      56      24
   5.01810e+09   3.29720e+27   3.01920e-06      56      56      24
   4.93240e+09   3.22220e+27   2.96770e-06      56      56      24
   4.84820e+09   3.14880e+27   2.91700e-06      56      56      24
   4.76530e+09   3.07720e+27   2.86720e-06      56      56      24
   4.68390e+09   3.00710e+27   2.81830e-06      56      56      24
   4.60390e+09   2.93870e+27   2.77020e-06      56      56      24
   4.52530e+09   2.87180e+27   2.72290e-06      56      56      24
   4.44800e+09   2.80640e+27   2.67640e-06      56      56      24
   4.37210e+09   2.74250e+27   2.63070e-06      56      56      24
   4.29740e+09   2.68010e+27   2.58580e-06      56      56      24
   4.22400e+09   2.61910e+27   2.54170e-06      56      56      24
   4.15190e+09   2.55950e+27   2.49830e-06      56      56      24
   4.08100e+09   2.50120e+27   2.45570e-06      56      56      24
   4.01130e+09   2.44430e+27   2.41380e-06      56      56      24
   3.94280e+09   2.38860e+27   2.37260e-06      56      56      24
   3.87550e+09   2.33430e+27   2.33210e-06      56      56      24
   3.80930e+09   2.28110e+27   2.29230e-06      56      56      24
   3.74430e+09   2.22920e+27   2.25320e-06      56      56      24
   3.68040e+09   2.17850e+27   2.21480e-06      56      56      24
   3.61750e+09   2.12890e+27   2.17700e-06      56      56      24
   3.55580e+09   2.08040e+27   2.13990e-06      56      56      24
   3.49510e+09   2.03310e+27   2.10340e-06      56      56      24
   3.43540e+09   1.98680e+27   2.06750e-06      56      56      24
   3.37680e+09   1.94160e+27   2.03220e-06      56      56      24
   3.31920e+09   1.89740e+27   1.99760e-06      56      56      24
   3.26250e+09   1.85420e+27   1.96350e-06      56      56      24
   3.20680e+09   1.81200e+27   1.93000e-06      56      56      24
   3.15210e+09   1.77070e+27   1.89710e-06      56      56      24
   3.09830e+09   1.73040e+27   1.86470e-06      56      56      24
   3.04550e+09   1.69100e+27   1.83290e-06      56      56      24
   2.99350e+09   1.65250e+27   1.80170e-06      56      56      24
   2.94240e+09   1.61490e+27   1.77100e-06      56      56      24
   2.89220e+09   1.57820e+27   1.74080e-06      56      56      24
   2.84290e+09   1.54220e+27   1.71110e-06      56      56      24
   2.79440e+09   1.50710e+27   1.68190e-06      56      56      24
   2.74670e+09   1.47280e+27   1.65320e-06      56      56      24
   2.69990e+09   1.43930e+27   1.62510e-06      56      56      24
   2.65380e+09   1.40650e+27   1.59740e-06      56      56      24
   2.60860e+09   1.37450e+27   1.57010e-06      56      56      24
   2.56410e+09   1.34320e+27   1.54340e-06      56      56      24
   2.52030e+09   1.31270e+27   1.51710e-06      56      56      24
   2.47740e+09   1.28280e+27   1.49120e-06      56      56      24
   2.43510e+09   1.25360e+27   1.46580e-06      56      56      24
   2.39360e+09   1.22500e+27   1.44080e-06      56      56      24
   2.35280e+09   1.19720e+27   1.41630e-06      56      56      24
   2.31270e+09   1.16990e+27   1.39210e-06      56      56      24
   2.27320e+09   1.14330e+27   1.36840e-06      56      56      24
   2.23450e+09   1.11730e+27   1.34510e-06      56      56      24
   2.19640e+09   1.09180e+27   1.32220e-06      56      56      24
   2.15900e+09   1.06700e+27   1.29970e-06      56      56      24
   2.12220e+09   1.04270e+27   1.27750e-06      56      56      24
   2.08600e+09   1.01890e+27   1.25570e-06      56      56      24
   2.05040e+09   9.95750e+26   1.23440e-06      56      56      24
   2.01550e+09   9.73090e+26   1.21330e-06      56      56      24
   1.98120e+09   9.50940e+26   1.19270e-06      56      56      24
   1.94740e+09   9.29290e+26   1.17240e-06      56      56      24
   1.91420e+09   9.08140e+26   1.15240e-06      56      56      24
   1.88160e+09   8.87470e+26   1.13280e-06      56      56      24
   1.84960e+09   8.67260e+26   1.11350e-06      56      56      24
   1.81800e+09   8.47520e+26   1.09450e-06      56      56      24
   1.78710e+09   8.28230e+26   1.07590e-06      56      56      24
   1.75660e+09   8.09380e+26   1.05760e-06      56      56      24
   1.72670e+09   7.90950e+26   1.03960e-06      56      56      24
   1.69730e+09   7.72950e+26   1.02190e-06      56      56      24
   1.66840e+09   7.55360e+26   1.00450e-06      56      56      24
   1.64000e+09   7.38160e+26   9.87390e-07      56      56      24
   1.61210e+09   7.21360e+26   9.70580e-07      56      56      24
   1.58460e+09   7.04940e+26   9.54070e-07      56      56      24
   1.55770e+09   6.88890e+26   9.37830e-07      56      56      24
   1.53110e+09   6.73210e+26   9.21870e-07      56      56      24
   1.50510e+09   6.57890e+26   9.06190e-07      56      56      24
   1.49080e+09   6.49520e+26   8.97590e-07      56      56      24
   1.37850e+09   6.49520e+26   8.29980e-07      56      56      26
   1.36800e+09   6.42910e+26   8.23680e-07      56      56      26
   1.34470e+09   6.28280e+26   8.09670e-07      56      56      26
   1.32180e+09   6.13980e+26   7.95890e-07      56      56      26
   1.29940e+09   6.00000e+26   7.82360e-07      56      56      26
   1.28130e+09   5.88840e+26   7.71490e-07      56      56      26
   1.25950e+09   5.75440e+26   7.58370e-07      56      56      26
   1.23810e+09   5.62340e+26   7.45480e-07      56      56      26
   1.21700e+09   5.49540e+26   7.32800e-07      56      56      26
   1.19630e+09   5.37030e+26   7.20340e-07      56      56      26
   1.17600e+09   5.24810e+26   7.08090e-07      56      56      26
   1.15600e+09   5.12860e+26   6.96050e-07      56      56      26
   1.13630e+09   5.01190e+26   6.84220e-07      56      56      26
   1.11700e+09   4.89780e+26   6.72590e-07      56      56      26
   1.09800e+09   4.78630e+26   6.61160e-07      56      56      26
   1.07930e+09   4.67740e+26   6.49920e-07      56      56      26
   1.06100e+09   4.57090e+26   6.38880e-07      56      56      26
   1.04290e+09   4.46680e+26   6.28020e-07      56      56      26
   1.02520e+09   4.36520e+26   6.17350e-07      56      56      26
   1.00780e+09   4.26580e+26   6.06860e-07      56      56      26
   9.90630e+08   4.16870e+26   5.96550e-07      56      56      26
   9.73790e+08   4.07380e+26   5.86420e-07      56      56      26
   9.57250e+08   3.98110e+26   5.76460e-07      56      56      26
   9.40980e+08   3.89050e+26   5.66660e-07      56      56      26
   9.24990e+08   3.80190e+26   5.57040e-07      56      56      26
   9.09280e+08   3.71540e+26   5.47580e-07      56      56      26
   8.93830e+08   3.63080e+26   5.38280e-07      56      56      26
   8.78650e+08   3.54810e+26   5.29140e-07      56      56      26
   8.63720e+08   3.46740e+26   5.20160e-07      56      56      26
   8.49060e+08   3.38840e+26   5.11330e-07      56      56      26
   8.34640e+08   3.31130e+26   5.02650e-07      56      56      26
   8.20470e+08   3.23590e+26   4.94120e-07      56      56      26
   8.06540e+08   3.16230e+26   4.85730e-07      56      56      26
   7.92840e+08   3.09030e+26   4.77490e-07      56      56      26
   7.79390e+08   3.02000e+26   4.69390e-07      56      56      26
   7.66160e+08   2.95120e+26   4.61430e-07      56      56      26
   7.53150e+08   2.88400e+26   4.53600e-07      56      56      26
   7.40370e+08   2.81840e+26   4.45900e-07      56      56      26
   7.27810e+08   2.75420e+26   4.38340e-07      56      56      26
   7.15460e+08   2.69150e+26   4.30910e-07      56      56      26
   7.03320e+08   2.63030e+26   4.23600e-07      56      56      26
   6.91390e+08   2.57040e+26   4.16420e-07      56      56      26
   6.79670e+08   2.51190e+26   4.09360e-07      56      56      26
   6.68140e+08   2.45470e+26   4.02420e-07      56      56      26
   6.56810e+08   2.39880e+26   3.95600e-07      56      56      26
   6.45670e+08   2.34420e+26   3.88890e-07      56      56      26
   6.34730e+08   2.29090e+26   3.82300e-07      56      56      26
   6.23970e+08   2.23870e+26   3.75820e-07      56      56      26
   6.13390e+08   2.18780e+26   3.69460e-07      56      56      26
   6.02990e+08   2.13800e+26   3.63200e-07      56      56      26
   5.92780e+08   2.08930e+26   3.57040e-07      56      56      26
   5.82730e+08   2.04170e+26   3.51000e-07      56      56      26
   5.72860e+08   1.99530e+26   3.45050e-07      56      56      26
   5.63150e+08   1.94980e+26   3.39210e-07      56      56      26
   5.53620e+08   1.90550e+26   3.33470e-07      56      56      26
   5.44240e+08   1.86210e+26   3.27820e-07      56      56      26
   5.35020e+08   1.81970e+26   3.22270e-07      56      56      26
   5.25960e+08   1.77830e+26   3.16820e-07      56      56      26
   5.17060e+08   1.73780e+26   3.11450e-07      56      56      26
   5.08310e+08   1.69820e+26   3.06180e-07      56      56      26
   4.99700e+08   1.65960e+26   3.01000e-07      56      56      26
   4.91240e+08   1.62180e+26   2.95910e-07      56      56      26
   4.82930e+08   1.58490e+26   2.90900e-07      56      56      26
   4.74760e+08   1.54880e+26   2.85980e-07      56      56      26
   4.66730e+08   1.51360e+26   2.81150e-07      56      56      26
   4.58830e+08   1.47910e+26   2.76390e-07      56      56      26
   4.51070e+08   1.44540e+26   2.71720e-07      56      56      26
   4.43450e+08   1.41250e+26   2.67130e-07      56      56      26
   4.35950e+08   1.38040e+26   2.62610e-07      56      56      26
   4.28580e+08   1.34900e+26   2.58170e-07      56      56      26
   4.21330e+08   1.31830e+26   2.53810e-07      56      56      26
   4.14210e+08   1.28820e+26   2.49520e-07      56      56      26
   4.07210e+08   1.25890e+26   2.45310e-07      56      56      26
   4.00330e+08   1.23030e+26   2.41160e-07      56      56      26
   3.93570e+08   1.20230e+26   2.37090e-07      56      56      26
   3.86920e+08   1.17490e+26   2.33090e-07      56      56      26
   3.80380e+08   1.14820e+26   2.29150e-07      56      56      26
   3.73960e+08   1.12200e+26   2.25280e-07      56      56      26
   3.67650e+08   1.09650e+26   2.21480e-07      56      56      26
   3.61440e+08   1.07150e+26   2.17740e-07      56      56      26
   3.55340e+08   1.04710e+26   2.14070e-07      56      56      26
   3.49340e+08   1.02330e+26   2.10460e-07      56      56      26
   3.43450e+08   1.00000e+26   2.06910e-07      56      56      26
   3.37650e+08   9.77240e+25   2.03420e-07      56      56      26
   3.31950e+08   9.54990e+25   1.99990e-07      56      56      26
   3.26360e+08   9.33250e+25   1.96610e-07      56      56      26
   3.20850e+08   9.12010e+25   1.93300e-07      56      56      26
   3.15440e+08   8.91250e+25   1.90040e-07      56      56      26
   3.10120e+08   8.70960e+25   1.86840e-07      56      56      26
   3.04900e+08   8.51140e+25   1.83690e-07      56      56      26
   2.99760e+08   8.31760e+25   1.80590e-07      56      56      26
   2.94710e+08   8.12830e+25   1.77550e-07      56      56      26
   2.89740e+08   7.94330e+25   1.74560e-07      56      56      26
   2.84860e+08   7.76250e+25   1.71620e-07      56      56      26
   2.80060e+08   7.58580e+25   1.68730e-07      56      56      26
   2.75350e+08   7.41310e+25   1.65890e-07      56      56      26
   2.70710e+08   7.24440e+25   1.63100e-07      56      56      26
   2.66150e+08   7.07950e+25   1.60350e-07      56      56      26
   2.61670e+08   6.91830e+25   1.57660e-07      56      56      26
   2.57270e+08   6.76080e+25   1.55000e-07      56      56      26
   2.52940e+08   6.60690e+25   1.52400e-07      56      56      26
   2.48690e+08   6.45650e+25   1.49830e-07      56      56      26
   2.44500e+08   6.30960e+25   1.47310e-07      56      56      26
   2.40390e+08   6.16600e+25   1.44840e-07      56      56      26
   2.36350e+08   6.02560e+25   1.42400e-07      56      56      26
   2.32380e+08   5.88840e+25   1.40010e-07      56      56      26
   2.28470e+08   5.75440e+25   1.37660e-07      56      56      26
   2.24630e+08   5.62340e+25   1.35350e-07      56      56      26
   2.20860e+08   5.49540e+25   1.33070e-07      56      56      26
   2.17150e+08   5.37030e+25   1.30840e-07      56      56      26
   2.13500e+08   5.24810e+25   1.28640e-07      56      56      26
   2.09920e+08   5.12860e+25   1.26480e-07      56      56      26
   2.06390e+08   5.01190e+25   1.24360e-07      56      56      26
   2.02930e+08   4.89780e+25   1.22270e-07      56      56      26
   1.99520e+08   4.78630e+25   1.20220e-07      56      56      26
   1.96180e+08   4.67740e+25   1.18200e-07      56      56      26
   1.92890e+08   4.57090e+25   1.16220e-07      56      56      26
   1.89650e+08   4.46680e+25   1.14270e-07      56      56      26
   1.86470e+08   4.36520e+25   1.12360e-07      56      56      26
   1.83350e+08   4.26580e+25   1.10480e-07      56      56      26
   1.80270e+08   4.16870e+25   1.08620e-07      56      56      26
   1.77250e+08   4.07380e+25   1.06800e-07      56      56      26
   1.74280e+08   3.98110e+25   1.05020e-07      56      56      26
   1.71360e+08   3.89050e+25   1.03260e-07      56      56      26
   1.68490e+08   3.80190e+25   1.01530e-07      56      56      26
   1.65670e+08   3.71540e+25   9.98290e-08      56      56      26
   1.62900e+08   3.63080e+25   9.81580e-08      56      56      26
   1.60170e+08   3.54810e+25   9.65160e-08      56      56      26
   1.57490e+08   3.46740e+25   9.49020e-08      56      56      26
   1.54860e+08   3.38840e+25   9.33150e-08      56      56      26
   1.52270e+08   3.31130e+25   9.17540e-08      56      56      26
   1.49720e+08   3.23590e+25   9.02210e-08      56      56      26
   1.47220e+08   3.16230e+25   8.87130e-08      56      56      26
   1.44760e+08   3.09030e+25   8.72310e-08      56      56      26
   1.42340e+08   3.02000e+25   8.57740e-08      56      56      26
   1.39960e+08   2.95120e+25   8.43410e-08      56      56      26
   1.37630e+08   2.88400e+25   8.29330e-08      56      56      26
   1.35330e+08   2.81840e+25   8.15490e-08      56      56      26
   1.33070e+08   2.75420e+25   8.01880e-08      56      56      26
   1.30850e+08   2.69150e+25   7.88500e-08      56      56      26
   1.28670e+08   2.63030e+25   7.75350e-08      56      56      26
   1.26520e+08   2.57040e+25   7.62420e-08      56      56      26
   1.24410e+08   2.51190e+25   7.49710e-08      56      56      26
   1.22340e+08   2.45470e+25   7.37210e-08      56      56      26
   1.20300e+08   2.39880e+25   7.24930e-08      56      56      26
   1.18290e+08   2.34420e+25   7.12850e-08      56      56      26
   1.16320e+08   2.29090e+25   7.00980e-08      56      56      26
   1.14380e+08   2.23870e+25   6.89310e-08      56      56      26
   1.12480e+08   2.18780e+25   6.77830e-08      56      56      26
   1.10610e+08   2.13800e+25   6.66550e-08      56      56      26
   1.08770e+08   2.08930e+25   6.55460e-08      56      56      26
   1.06960e+08   2.04170e+25   6.44560e-08      56      56      26
   1.05180e+08   1.99530e+25   6.33840e-08      56      56      26
   1.03430e+08   1.94980e+25   6.23300e-08      56      56      26
   1.01710e+08   1.90550e+25   6.12940e-08      56      56      26
   1.00020e+08   1.86210e+25   6.02760e-08      56      56      26
   9.83590e+07   1.81970e+25   5.92750e-08      56      56      26
   9.67250e+07   1.77830e+25   5.82900e-08      56      56      26
   9.51190e+07   1.73780e+25   5.73230e-08      56      56      26
   9.35400e+07   1.69820e+25   5.63710e-08      56      56      26
   9.19880e+07   1.65960e+25   5.54360e-08      56      56      26
   9.04610e+07   1.62180e+25   5.45170e-08      56      56      26
   8.89610e+07   1.58490e+25   5.36130e-08      56      56      26
   8.74860e+07   1.54880e+25   5.27240e-08      56      56      26
   8.60360e+07   1.51360e+25   5.18500e-08      56      56      26
   8.46100e+07   1.47910e+25   5.09910e-08      56      56      26
   8.32080e+07   1.44540e+25   5.01460e-08      56      56      26
   8.18300e+07   1.41250e+25   4.93160e-08      56      56      26
   8.04760e+07   1.38040e+25   4.85000e-08      56      56      26
   7.91440e+07   1.34900e+25   4.76970e-08      56      56      26
   7.78340e+07   1.31830e+25   4.69080e-08      56      56      26
   7.65470e+07   1.28820e+25   4.61320e-08      56      56      26
   7.52810e+07   1.25890e+25   4.53700e-08      56      56      26
   7.40360e+07   1.23030e+25   4.46200e-08      56      56      26
   7.28130e+07   1.20230e+25   4.38820e-08      56      56      26
   7.16100e+07   1.17490e+25   4.31580e-08      56      56      26
   7.04270e+07   1.14820e+25   4.24450e-08      56      56      26
   6.92650e+07   1.12200e+25   4.17440e-08      56      56      26
   6.81210e+07   1.09650e+25   4.10550e-08      56      56      26
   6.69970e+07   1.07150e+25   4.03780e-08      56      56      26
   6.58920e+07   1.04710e+25   3.97120e-08      56      56      26
   6.48060e+07   1.02330e+25   3.90580e-08      56      56      26
   6.37380e+07   1.00000e+25   3.84140e-08      56      56      26
   6.26870e+07   9.77240e+24   3.77810e-08      56      56      26
   6.16550e+07   9.54990e+24   3.71590e-08      56      56      26
   6.06400e+07   9.33250e+24   3.65470e-08      56      56      26
   5.96410e+07   9.12010e+24   3.59460e-08      56      56      26
   5.86600e+07   8.91250e+24   3.53540e-08      56      56      26
   5.76950e+07   8.70960e+24   3.47730e-08      56      56      26
   5.67460e+07   8.51140e+24   3.42010e-08      56      56      26
   5.58140e+07   8.31760e+24   3.36390e-08      56      56      26
   5.48960e+07   8.12830e+24   3.30860e-08      56      56      26
   5.39950e+07   7.94330e+24   3.25430e-08      56      56      26
   5.31080e+07   7.76250e+24   3.20090e-08      56      56      26
   5.22360e+07   7.58580e+24   3.14830e-08      56      56      26
   5.13790e+07   7.41310e+24   3.09670e-08      56      56      26
   5.05360e+07   7.24440e+24   3.04590e-08      56      56      26
   4.97080e+07   7.07950e+24   2.99600e-08      56      56      26
   4.88930e+07   6.91830e+24   2.94690e-08      56      56      26
   4.80920e+07   6.76080e+24   2.89860e-08      56      56      26
   4.73040e+07   6.60690e+24   2.85110e-08      56      56      26
   4.65300e+07   6.45650e+24   2.80440e-08      56      56      26
   4.57680e+07   6.30960e+24   2.75850e-08      56      56      26
   4.50190e+07   6.16600e+24   2.71340e-08      56      56      26
   4.42830e+07   6.02560e+24   2.66900e-08      56      56      26
   4.35590e+07   5.88840e+24   2.62540e-08      56      56      26
   4.28470e+07   5.75440e+24   2.58250e-08      56      56      26
   4.21470e+07   5.62340e+24   2.54030e-08      56      56      26
   4.14590e+07   5.49540e+24   2.49890e-08      56      56      26
   4.07820e+07   5.37030e+24   2.45810e-08      56      56      26
   4.01170e+07   5.24810e+24   2.41800e-08      56      56      26
   3.94630e+07   5.12860e+24   2.37850e-08      56      56      26
   3.88190e+07   5.01190e+24   2.33980e-08      56      56      26
   3.81870e+07   4.89780e+24   2.30160e-08      56      56      26
   3.75640e+07   4.78630e+24   2.26420e-08      56      56      26
   3.69530e+07   4.67740e+24   2.22730e-08      56      56      26
   3.63510e+07   4.57090e+24   2.19100e-08      56      56      26
   3.57600e+07   4.46680e+24   2.15540e-08      56      56      26
   3.51780e+07   4.36520e+24   2.12030e-08      56      56      26
   3.46060e+07   4.26580e+24   2.08590e-08      56      56      26
   3.40440e+07   4.16870e+24   2.05200e-08      56      56      26
   3.34910e+07   4.07380e+24   2.01870e-08      56      56      26
   3.29470e+07   3.98110e+24   1.98590e-08      56      56      26
   3.24120e+07   3.89050e+24   1.95370e-08      56      56      26
   3.18870e+07   3.80190e+24   1.92200e-08      56      56      26
   3.13690e+07   3.71540e+24   1.89080e-08      56      56      26
   3.08610e+07   3.63080e+24   1.86020e-08      56      56      26
   3.03610e+07   3.54810e+24   1.83000e-08      56      56      26
   2.98690e+07   3.46740e+24   1.80040e-08      56      56      26
   2.93860e+07   3.38840e+24   1.77120e-08      56      56      26
   2.89100e+07   3.31130e+24   1.74260e-08      56      56      26
   2.84430e+07   3.23590e+24   1.71440e-08      56      56      26
   2.79830e+07   3.16230e+24   1.68670e-08      56      56      26
   2.75300e+07   3.09030e+24   1.65940e-08      56      56      26
   2.70860e+07   3.02000e+24   1.63260e-08      56      56      26
   2.66480e+07   2.95120e+24   1.60630e-08      56      56      26
   2.62180e+07   2.88400e+24   1.58040e-08      56      56      26
   2.57950e+07   2.81840e+24   1.55490e-08      56      56      26
   2.53790e+07   2.75420e+24   1.52980e-08      56      56      26
   2.49700e+07   2.69150e+24   1.50510e-08      56      56      26
   2.45680e+07   2.63030e+24   1.48090e-08      56      56      26
   2.41730e+07   2.57040e+24   1.45710e-08      56      56      26
   2.37840e+07   2.51190e+24   1.43360e-08      56      56      26
   2.34010e+07   2.45470e+24   1.41050e-08      56      56      26
   2.30250e+07   2.39880e+24   1.38790e-08      56      56      26
   2.26550e+07   2.34420e+24   1.36560e-08      56      56      26
   2.22910e+07   2.29090e+24   1.34360e-08      56      56      26
   2.19330e+07   2.23870e+24   1.32210e-08      56      56      26
   2.15810e+07   2.18780e+24   1.30080e-08      56      56      26
   2.12340e+07   2.13800e+24   1.28000e-08      56      56      26
   2.08940e+07   2.08930e+24   1.25950e-08      56      56      26
   2.05590e+07   2.04170e+24   1.23930e-08      56      56      26
   2.02300e+07   1.99530e+24   1.21940e-08      56      56      26
   1.99060e+07   1.94980e+24   1.19990e-08      56      56      26
   1.95870e+07   1.90550e+24   1.18070e-08      56      56      26
   1.92740e+07   1.86210e+24   1.16180e-08      56      56      26
   1.89660e+07   1.81970e+24   1.14320e-08      56      56      26
   1.86630e+07   1.77830e+24   1.12500e-08      56      56      26
   1.83650e+07   1.73780e+24   1.10700e-08      56      56      26
   1.80710e+07   1.69820e+24   1.08930e-08      56      56      26
   1.77830e+07   1.65960e+24   1.07200e-08      56      56      26
   1.74990e+07   1.62180e+24   1.05490e-08      56      56      26
   1.72200e+07   1.58490e+24   1.03800e-08      56      56      26
   1.69460e+07   1.54880e+24   1.02150e-08      56      56      26
   1.66760e+07   1.51360e+24   1.00520e-08      56      56      26
   1.64110e+07   1.47910e+24   9.89240e-09      56      56      26
   1.61500e+07   1.44540e+24   9.73500e-09      56      56      26
   1.58930e+07   1.41250e+24   9.58020e-09      56      56      26
   1.56400e+07   1.38040e+24   9.42800e-09      56      56      26
   1.53920e+07   1.34900e+24   9.27820e-09      56      56      26
   1.51470e+07   1.31830e+24   9.13090e-09      56      56      26
   1.49070e+07   1.28820e+24   8.98610e-09      56      56      26
   1.46710e+07   1.25890e+24   8.84350e-09      56      56      26
   1.44380e+07   1.23030e+24   8.70340e-09      56      56      26
   1.42090e+07   1.20230e+24   8.56550e-09      56      56      26
   1.39840e+07   1.17490e+24   8.42990e-09      56      56      26
   1.37630e+07   1.14820e+24   8.29640e-09      56      56      26
   1.35450e+07   1.12200e+24   8.16520e-09      56      56      26
   1.33310e+07   1.09650e+24   8.03610e-09      56      56      26
   1.31200e+07   1.07150e+24   7.90910e-09      56      56      26
   1.29130e+07   1.04710e+24   7.78420e-09      56      56      26
   1.27090e+07   1.02330e+24   7.66130e-09      56      56      26
   1.25090e+07   1.00000e+24   7.54050e-09      56      56      26
   1.23120e+07   9.77240e+23   7.42160e-09      56      56      26
   1.21170e+07   9.54990e+23   7.30460e-09      56      56      26
   1.19270e+07   9.33250e+23   7.18960e-09      56      56      26
   1.17390e+07   9.12010e+23   7.07640e-09      56      56      26
   1.15540e+07   8.91250e+23   6.96500e-09      56      56      26
   1.13720e+07   8.70960e+23   6.85550e-09      56      56      26
   1.11940e+07   8.51140e+23   6.74770e-09      56      56      26
   1.10180e+07   8.31760e+23   6.64170e-09      56      56      26
   1.08450e+07   8.12830e+23   6.53750e-09      56      56      26
   1.06750e+07   7.94330e+23   6.43490e-09      56      56      26
   1.05070e+07   7.76250e+23   6.33390e-09      56      56      26
   1.03420e+07   7.58580e+23   6.23470e-09      56      56      26
   1.01800e+07   7.41310e+23   6.13700e-09      56      56      26
   1.00210e+07   7.24440e+23   6.04090e-09      56      56      26
   9.86410e+06   7.07950e+23   5.94630e-09      56      56      26
   9.70980e+06   6.91830e+23   5.85330e-09      56      56      26
   9.55800e+06   6.76080e+23   5.76180e-09      56      56      26
   9.40870e+06   6.60690e+23   5.67180e-09      56      56      26
   9.26170e+06   6.45650e+23   5.58330e-09      56      56      26
   9.11720e+06   6.30960e+23   5.49610e-09      56      56      26
   8.97500e+06   6.16600e+23   5.41040e-09      56      56      26
   8.83510e+06   6.02560e+23   5.32600e-09      56      56      26
   8.69740e+06   5.88840e+23   5.24310e-09      56      56      26
   8.56190e+06   5.75440e+23   5.16140e-09      56      56      26
   8.42870e+06   5.62340e+23   5.08110e-09      56      56      26
   8.29760e+06   5.49540e+23   5.00210e-09      56      56      26
   8.16860e+06   5.37030e+23   4.92430e-09      56      56      26
   8.04160e+06   5.24810e+23   4.84780e-09      56      56      26
   7.91680e+06   5.12860e+23   4.77250e-09      56      56      26
   7.79390e+06   5.01190e+23   4.69840e-09      56      56      26
   7.67300e+06   4.89780e+23   4.62560e-09      56      56      26
   7.55400e+06   4.78630e+23   4.55390e-09      56      56      26
   7.43700e+06   4.67740e+23   4.48330e-09      56      56      26
   7.32180e+06   4.57090e+23   4.41390e-09      56      56      26
   7.20850e+06   4.46680e+23   4.34560e-09      56      56      26
   7.09700e+06   4.36520e+23   4.27840e-09      56      56      26
   6.98730e+06   4.26580e+23   4.21220e-09      56      56      26
   6.87930e+06   4.16870e+23   4.14720e-09      56      56      26
   6.77310e+06   4.07380e+23   4.08310e-09      56      56      26
   6.66860e+06   3.98110e+23   4.02010e-09      56      56      26
   6.56570e+06   3.89050e+23   3.95810e-09      56      56      26
   6.46450e+06   3.80190e+23   3.89710e-09      56      56      26
   6.36490e+06   3.71540e+23   3.83710e-09      56      56      26
   6.26690e+06   3.63080e+23   3.77800e-09      56      56      26
   6.17050e+06   3.54810e+23   3.71980e-09      56      56      26
   6.07560e+06   3.46740e+23   3.66260e-09      56      56      26
   5.98220e+06   3.38840e+23   3.60630e-09      56      56      26
   5.89030e+06   3.31130e+23   3.55090e-09      56      56      26
   5.79980e+06   3.23590e+23   3.49640e-09      56      56      26
   5.71080e+06   3.16230e+23   3.44280e-09      56      56      26
   5.62330e+06   3.09030e+23   3.39000e-09      56      56      26
