      6    246    185          Itext Imax Icore

      Akmal, Pandariphande & Ravenhall: A18 + dv + UIX* model (the best one)

     Rho          Press           nbar            Ye            Ymu             Yn              Yp            Yla            Ysm            Ys0            Ysp           mstp            mstn           mstla          mstsm          msts0         mstsp
    g/cm3         dyne/cm2        #/fm3         [A_cell]       [A_ion]          [Z]

   3.302e+07        3.833e+24        1.990e-08        62      62     28
   1.655e+07        1.435e+24        9.976e-09        62      62     28
   8.293e+06        5.259e+23        5.000e-09        62      62     28
   6.588e+06        3.911e+23        3.972e-09        56      56     26
   2.622e+06        9.755e+22        1.581e-09        56      56     26
   1.044e+06        2.318e+22        6.294e-10        56      56     26
   4.156e+05        5.266e+21        2.506e-10        56      56     26
   1.654e+05        1.151e+21        9.976e-11        56      56     26
   6.587E+04        2.431E+20        3.972E-11        56      56     26
   2.622E+04        4.968E+19        1.581E-11        56      56     26
   1.044E+04        9.744E+18        6.295E-12        56      56     26
   1.150E+03        1.900E+17        6.930E-13        56      56     26
   2.120E+02        5.820E+15        1.270E-13        56      56     26
   4.510E+01        1.700E+14        2.720E-14        56      56     26
   1.640E+01        1.400E+13        9.900E-15        56      56     26
   1.160E+01        1.210E+12        6.990E-15        56      56     26
   8.150E+00        1.010E+11        4.910E-15        56      56     26
   7.900E+00        1.010E+10        4.760E-15        56      56     26
   7.860E+00        1.010E+09        4.730E-15        56      56     26
   7.800E+00        1.010E+08        4.700E-15        56      56     26




CRUST: from "Crust_EOS_Cat_HZD-NV.dat":
             Haensel-Zdunik-Dobaczewski below neutron drip
             Negele-Vautherin above neutron drip

******************************************************************************************************************************************************

CRUST-CORE BOUNDARY:the last line in the core is:

   Rho        Press       nbar       Ye
  g/cm3     dyne/cm2     #/fm3                  [A_cell]     [A_ion]      [Z]

1.5197E+14 9.2819E+32 9.0000E-02 3.1606E-02
 3.493E+13  7.311E+31  2.096E-02                  1127.        124.        26.

This garantees good match between Ye in the core (3.1606E-02) and the last one in the crust: Z= 32 A_cell=982 => Ye = 0.0326

******************************************************************************************************************************************************

These two lines are eliminated: phase transition to Pi^- condensate

 3.4147E+14 6.2938E+33 2.0000E-01 5.3463E-02 1.2461E-02 9.3408E-01 6.5924E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.7017E-01 7.6464E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 3.2403E+14 7.7987E+33 1.9000E-01 5.2950E-02 1.1105E-02 9.3595E-01 6.4054E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 5.8122E-01 7.7358E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00

These are the last lines calculated by Andrew Steiner, but cut-off to match with the crust:

 1.3499E+14 6.9528E+32 8.0000E-02 2.7937E-02 0.0000E+00 9.7206E-01 2.7936E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 7.5316E-01 8.9216E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 1.1803e+14 5.1444e+32 7.0000e-02 2.4017e-02 0.0000e+00 9.7598e-01 2.4016e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.7587e-01 9.0461e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 1.0110e+14 3.7582e+32 6.0000e-02 1.9901e-02 0.0000e+00 9.8010e-01 1.9901e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0035e-01 9.1736e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 8.4192e+13 2.7001e+32 5.0000e-02 1.5680e-02 0.0000e+00 9.8432e-01 1.5680e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.2683e-01 9.3040e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 6.7303e+13 1.8846e+32 4.0000e-02 1.1491e-02 0.0000e+00 9.8851e-01 1.1491e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.5558e-01 9.4372e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 5.0435e+13 1.2400e+32 3.0000e-02 7.5179e-03 0.0000e+00 9.9248e-01 7.5179e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.8690e-01 9.5731e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 3.3589e+13 7.1313e+31 2.0000e-02 4.0073e-03 0.0000e+00 9.9599e-01 4.0069e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.2115e-01 9.7119e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 




